currentTime,apiExecutionTime,cpuUsage,timeAccuracy,ramUsage,totalSpace,freeSpace,usedSpace.257538146,"{""rss"":85905408,""heapTotal"":15814656,""heapUsed"":14441808,""external"":929277,""arrayBuffers"":33162}",16568016896,5961277440,10606739456
Fri Jan 12 2024 17:29:25 GMT+0300 (GMT+03:00),0,"{""user"":11680715,""system"":1146891}",32.337752937,"{""rss"":2331754496,""heapTotal"":443920384,""heapUsed"":417152104,""external"":939002,""arrayBuffers"":106730}",16567533568,6597931008,9969602560
Fri Jan 12 2024 17:32:01 GMT+0300 (GMT+03:00),0,"{""user"":11494454,""system"":988210}",16.245752005,"{""rss"":1902661632,""heapTotal"":443920384,""heapUsed"":417271864,""external"":939002,""arrayBuffers"":106730}",16567533568,6959943680,9607589888
Fri Jan 12 2024 17:33:04 GMT+0300 (GMT+03:00),0,"{""user"":11252749,""system"":1211525}",16.28344068,"{""rss"":2052145152,""heapTotal"":443785216,""heapUsed"":419272096,""external"":939002,""arrayBuffers"":106730}",16567533568,6802067456,9765466112
Fri Jan 12 2024 17:34:06 GMT+0300 (GMT+03:00),0,"{""user"":11926949,""system"":1052260}",18.818681625,"{""rss"":2259185664,""heapTotal"":443785216,""heapUsed"":418361136,""external"":939002,""arrayBuffers"":106730}",16567533568,6715211776,9852321792
Fri Jan 12 2024 17:34:36 GMT+0300 (GMT+03:00),0,"{""user"":12259304,""system"":1328158}",17.420586586,"{""rss"":2332155904,""heapTotal"":444047360,""heapUsed"":418786248,""external"":939002,""arrayBuffers"":106730}",16567533568,6557573120,10009960448
Fri Jan 12 2024 17:35:03 GMT+0300 (GMT+03:00),0,"{""user"":23277190,""system"":2389048}",44.484877482,"{""rss"":3737530368,""heapTotal"":443695104,""heapUsed"":420227008,""external"":939042,""arrayBuffers"":106730}",16567533568,5253971968,11313561600
Fri Jan 12 2024 17:48:35 GMT+0300 (GMT+03:00),0,"{""user"":10882979,""system"":957670}",30.032887743,"{""rss"":2123370496,""heapTotal"":444047360,""heapUsed"":418407240,""external"":939002,""arrayBuffers"":106730}",16567533568,6808141824,9759391744
Fri Jan 12 2024 17:49:52 GMT+0300 (GMT+03:00),0,"{""user"":285481,""system"":37784}",4.981109458,"{""rss"":83357696,""heapTotal"":30769152,""heapUsed"":12273000,""external"":2920995,""arrayBuffers"":109184}",16567533568,8734691328,7832842240
Fri Jan 12 2024 17:51:00 GMT+0300 (GMT+03:00),0,"{""user"":302067,""system"":26104}",6.937336934,"{""rss"":83894272,""heapTotal"":31031296,""heapUsed"":12249520,""external"":2921021,""arrayBuffers"":109184}",16567533568,8725405696,7842127872
Fri Jan 12 2024 17:51:19 GMT+0300 (GMT+03:00),0,"{""user"":421426,""system"":32981}",25.23960052,"{""rss"":76083200,""heapTotal"":14254080,""heapUsed"":12342672,""external"":939042,""arrayBuffers"":106730}",16567533568,8745054208,7822479360
Fri Jan 12 2024 17:51:38 GMT+0300 (GMT+03:00),0,"{""user"":282690,""system"":24230}",3.378430304,"{""rss"":84037632,""heapTotal"":30769152,""heapUsed"":12272632,""external"":2921021,""arrayBuffers"":109184}",16567533568,8710815744,7856717824
Fri Jan 12 2024 17:52:06 GMT+0300 (GMT+03:00),0,"{""user"":292622,""system"":20042}",5.774704362,"{""rss"":83623936,""heapTotal"":31031296,""heapUsed"":12319232,""external"":2921045,""arrayBuffers"":109184}",16567533568,8707497984,7860035584
Fri Jan 12 2024 17:52:49 GMT+0300 (GMT+03:00),0,"{""user"":11103867,""system"":1245331}",17.51950409,"{""rss"":2125832192,""heapTotal"":443785216,""heapUsed"":419287688,""external"":939002,""arrayBuffers"":106730}",16567533568,6762209280,9805324288
Fri Jan 12 2024 17:53:44 GMT+0300 (GMT+03:00),0,"{""user"":14297721,""system"":1468479}",19.472998586,"{""rss"":2738491392,""heapTotal"":738881536,""heapUsed"":701889008,""external"":939002,""arrayBuffers"":106730}",16567533568,6112948224,10454585344
